Coal Flow Rate (t/h),Total Air Flow Rate (t/h),Main Steam Pressure (MPa),Main Steam Temperature (C),Main Steam Flow Rate (t/h),Feed Water Temperature (C),Hot Reheat Steam Temperature (C,Condenser Vacuum (kPa),Thermal Efficiency (%),Turbine Heat Rate (kJ/kWh),Power (MW)
cfr,tafr,msp,mst,msfr,fwt,htst,cv,te,thr,power
233.02,2536.27,24.28,566.23,2009.68,298.86,566.62,-89.68,40.64,7782.51,655.14
233.86,2529.66,24.3,567.16,2007.96,298.74,567.64,-89.71,40.93,7781.34,655.53
234.44,2513.94,24.19,564.38,2035.63,298.67,561.59,-89.92,40.62,7835.66,654.42
234.81,2524.73,24.05,564.43,2021.35,298.81,566.56,-89.96,40.64,7849.07,656.24
185.92,2016.17,21.32,558.6,1606.62,287.94,557.88,-90.41,41.57,7647.49,542.62
191.89,2017.55,19.53,560.31,1595.67,285.5,564.46,-90.14,40.38,7847.76,531.33
193.81,2040.79,19.8,562.48,1599.37,285.55,565.25,-90.92,40.01,7887.56,531.47
193.89,2047.72,19.49,563.92,1608,285.62,561.78,-90.95,39.85,7880.48,531.84
193.84,2044.2,19.84,562.98,1602.9,285.69,564.16,-90.99,39.99,7900.05,531.84
193.14,2034.48,19.81,563.08,1597.7,285.63,566.41,-91.02,40.03,7896.71,531.36
193.05,2033.45,19.89,563.74,1597.62,285.57,565.72,-91.06,40.04,7914.25,531.53
186.63,2005.88,19.87,563.62,1568.62,285.76,565.34,-91.09,40.13,7901.69,526.33
172.27,1851.32,18.53,560.44,1432.59,280.99,559.77,-91.12,40.95,7689.56,486.84
174.73,1837.37,17.86,562.91,1423.26,279.5,561.93,-91.16,39.9,7863.28,479.9
213.54,2229.09,20.83,560.89,1728.13,288.59,566.9,-90.87,39.28,8062.63,565.22
234.43,2431.97,22.39,561.9,1907.72,293.35,566.9,-90.61,39.3,8010.14,613.66
235.61,2557.41,24.11,562.45,2003.51,298.3,566.98,-90.18,41.1,7769.98,654.68
235.68,2559.25,24.03,562.58,2015.05,298.35,566.8,-90.16,41.15,7793.45,655.49
234.41,2556.42,24.05,564.9,2002.35,298.16,568.78,-90.15,41.27,7813.23,656
235.28,2556.85,23.99,567.17,1998.22,298.35,566.49,-90.14,40.98,7774.11,654.79
235.51,2552.32,24,568.04,2004.81,298.47,568.76,-90.13,41,7758.97,656.66
232.11,2518.33,24.24,565.93,2016.08,298.55,565.12,-90.12,41.09,7805.89,655.56
233.24,2509.54,24.02,563.94,2013.8,298.42,564.57,-90.11,40.91,7781.15,654.71
235.23,2531.66,23.82,562.1,2022.58,298.82,567.23,-90.1,40.95,7810.42,656.09
233.05,2522.56,24.15,561.59,2014.45,298.6,567.69,-90.09,40.92,7784.92,655.74
232.71,2516.01,24.26,561.42,2014.26,298.53,564.55,-90.08,40.86,7772.3,655.03
233.61,2528.79,24.13,560.43,2019.12,298.44,566.92,-90.07,41.16,7775.36,656.25
234.15,2531.28,24.18,560.61,2012.35,298.44,566.96,-90.06,41.16,7747.58,655.45
234.69,2536.92,24.21,560.91,2006.87,298.44,567.69,-90.05,41.1,7750.36,655.58
233.96,2539.1,24.22,562.43,2005.21,298.45,568.58,-90.04,41.1,7743.64,655.43
232.48,2521.39,24.08,565.57,1996.33,298.51,564.59,-90.01,40.97,7750.19,654.11
234.1,2537.6,24.02,565.29,2015.51,298.61,566.83,-90,40.94,7799.85,656.69
231.22,2510.11,24.29,564.99,2003.22,298.61,566.44,-89.99,40.96,7763.82,655.34
233.05,2519.99,23.9,563.79,2015.66,298.68,564.68,-89.98,40.9,7798.86,654.29
234.72,2532.56,23.8,564.44,2007.13,298.32,568.47,-89.97,40.92,7802.14,655.63
235.46,2540.83,23.89,563.64,2004.42,298.38,567.04,-89.96,41.06,7765.56,655.84
238.76,2542.01,24.06,562.84,2014.28,298.56,563.8,-89.95,40.9,7791.83,654.04
240.64,2561.43,24.07,562.34,2023.98,298.55,565.79,-89.94,40.74,7828.13,656.85
237.72,2537.29,24.07,564.94,2016.17,298.9,565.93,-89.91,40.88,7800.39,655.42
236.68,2521.79,24.11,564,2011.68,298.68,567.67,-89.88,40.67,7799.35,654.88
237.07,2521.59,24.04,564.6,2015.97,298.62,569.18,-89.87,40.75,7807.32,655.81
236.51,2510,24.05,567.17,1996.22,298.53,566.68,-89.83,40.44,7749.36,654.66
181.37,2040.32,21.64,563.66,1625.34,288.88,557.68,-89.8,41.06,7718.62,544.91
165.24,1778.21,16.76,553.77,1395.52,277.39,554.33,-90.63,38.71,8105.2,457.42
145.66,1644.79,15.52,550.03,1223.08,271.66,555.3,-90.81,39.48,7917.07,410.96
140.48,1569.39,14.88,555.34,1158.86,267.78,552.07,-90.37,38.99,8020.68,385.26
160.88,1755.29,15.6,557.2,1257.72,270.49,559.24,-89.77,38.17,8235.67,413.65
157.07,1766.09,16,551.74,1272.58,272.83,554.53,-91.03,38.76,8132.1,423.47
157.89,1760.11,15.97,552.22,1278.57,272.75,553.06,-90.97,39,8068.39,423.64
156.48,1740.33,15.87,552.52,1272.72,272.75,556.3,-90.91,39.02,8051.87,423.7
165.79,1783.14,16.22,553.04,1314.87,273.23,557.86,-90.85,38.49,8158.88,431.21
203.47,2124.61,18.85,562.12,1625.39,284.22,563.67,-90.66,38.75,8198.95,525.9
204.7,2319.16,23.48,562.88,1806.91,294.73,563.36,-89.94,41.57,7656.07,602.91
228,2338.33,22.65,566.91,1854.14,292.71,567.52,-89.89,40.04,7904.92,602.84
186.47,2037.18,22.4,562.03,1643.9,289.01,557.9,-90.15,41.03,7710.69,548.44
191.83,1996.08,19.97,560.58,1614.27,285.91,560.26,-90.32,40.76,7794.68,530.69
195.14,2043.82,19.71,559.59,1606.96,285.73,565.41,-90.63,39.85,7945.22,531.55
195.72,2054.56,19.85,562.42,1602,285.77,564.49,-90.69,39.79,7927.73,531.56
195.64,2057.68,19.98,563.42,1604.24,285.7,563.71,-90.76,39.89,7926.62,531.44
174.62,1926.56,18.85,563.38,1490.73,283.54,559.19,-90.82,40.41,7843.57,503.06
158.23,1709.65,16.91,561.78,1290.59,274.05,560.63,-90.97,39.5,7898.23,433.28
175.65,1807.6,16.76,561.07,1388.29,275.72,564.96,-90.87,38.96,8049.95,454.12
212.67,2175.01,19.88,562.01,1673,286.52,568.14,-90.69,39.22,8081.25,547.83
233.39,2482.32,23.65,565.35,1929.48,295.61,563.56,-92.09,40.16,7929.92,627.57
229.36,2460.59,24.18,564.54,1933.22,296.2,562.01,-89.87,40.71,7819.17,629.23
227.92,2437.7,24.01,564.39,1938.8,296.17,561.87,-89.87,40.6,7816.82,628.5
141.56,1569.48,13.98,554.23,1097.82,265.81,564.28,-91.06,38.47,8127.09,372.48
222.31,2293.76,23.91,566.44,1859.52,295.07,566.85,-90.04,40.79,7767.41,609.63
223.05,2277.52,23.31,563.6,1851.27,293.83,565.82,-90.19,40.83,7864.14,606.98
217.14,2260.92,22.83,566.02,1804.84,293.26,564.77,-90.33,40.72,7836.95,598.04
175.22,1836.92,19.53,562.05,1451.24,282.54,561.88,-90.62,41.03,7714.82,495.97
181.85,1806.4,17.69,560.29,1446.68,279.61,557.57,-90.76,40.6,7800.03,478.76
172.29,1806.85,17.35,559.95,1392.55,278.95,560.22,-90.9,39.34,7979.04,469.81
160.67,1708.48,16.56,558.41,1287.1,274.92,561.95,-91.04,39.95,7815.96,436.86
155.5,1646.71,15.9,559.56,1240.4,271.61,561.45,-91.19,39.71,7946.76,416.62
159.9,1684.46,15.17,560.15,1242.02,271.26,560.22,-91.32,38.73,8108.58,415.93
161.27,1699.74,15.19,559.3,1238.29,271.23,562.18,-91.29,38.68,8090.7,416.15
158.77,1684.02,15.56,559.21,1229.87,271.38,563.18,-91.26,38.85,8063.15,416.29
157.61,1671.5,15.61,559.35,1227.03,271.31,559.76,-91.23,39.12,8015.37,415.4
158.92,1678.84,15.36,559.31,1231.82,271.43,557.35,-91.21,39.26,7986.1,415.17
174.9,1760.53,15.74,560.16,1306.4,272.44,559.46,-91.18,39.15,8016.96,429.38
195.32,1933.65,17.12,562.92,1464.13,278.41,567.18,-91.76,38.76,8249.64,480.66
233.86,2363,23.83,557.19,1923.17,296.47,564.46,-90.13,41.2,7671.59,628.72
236.2,2354.98,23.69,559.87,1920.87,295.64,566.48,-90.16,40.76,7827.98,625.47
238.87,2387,23.72,557.91,1934.35,295.7,565.59,-90.18,40.6,7867.15,625.73
239.54,2399.18,23.79,558.9,1931.28,295.71,567.09,-90.21,40.88,7869.82,626.32
238.1,2391.7,24.08,561.28,1921.78,295.73,566.33,-90.24,40.67,7833.79,625.55
236.18,2384.96,24.11,562.08,1917.98,295.58,564.5,-90.27,40.91,7806.75,625.55
189.9,2010.76,22.1,559.28,1604.11,287.66,560.32,-90.42,41.13,7693.58,539.31
189.24,1883.26,19.04,552.04,1526.64,283.15,556.47,-90.48,40.76,7757.01,504.7
159.47,1664.47,16.86,551.14,1287.12,274.06,551.04,-91.15,39.5,7970.19,430.66
162.91,1680.84,15.73,552.89,1261.85,272.17,560.08,-91.18,38.49,8112.98,420
164.06,1693.59,15.89,552.47,1260.21,272.09,558.83,-91.2,38.48,8115.39,419.37
175.47,1760.05,15.96,556.73,1315.32,273.01,561.72,-91.42,38.05,8172.6,430.68
189,1917.3,18.43,557.29,1456.13,280.71,559.38,-90.71,40.06,7929.99,484.87
199.1,1965.23,18.63,563.23,1514.82,281.38,561.59,-90.56,39.84,7965.6,495.55
219.2,2140.24,20.54,561.14,1687.14,286.53,565.36,-91.63,39.34,8083.15,544.99
240.77,2354.76,21.83,559.63,1865.37,291.81,565.47,-90.16,39.46,8087.65,597.56
236.65,2405.99,22.52,557.66,1895.91,294.81,563.34,-90.2,40.36,7871.29,614.22
234.54,2369.35,23.5,563.13,1881.69,294.77,565.74,-89.77,40.68,7835.04,613.63
233.4,2351.19,23.53,563.19,1883.58,294.86,566.27,-89.76,41.09,7861.73,613.4
233.15,2352.74,23.6,564.04,1884.42,294.58,566.29,-89.76,40.55,7841.27,613.71
230.89,2346.81,23.27,566.09,1878.23,294.93,567.41,-89.76,40.56,7843.51,614.04
229.3,2335.34,23.71,564.85,1877.09,294.86,565.24,-89.76,40.51,7844.33,613.14
231.1,2343.88,23.71,564.12,1886.13,294.94,564.6,-89.76,40.58,7860.23,613.51
229.71,2348.79,23.45,564.58,1877.04,294.91,567.95,-89.76,40.61,7849.21,613.94
209.04,2224.68,22.99,563.65,1777.6,293.48,566.42,-89.85,40.71,7782.23,592.49
198.88,2059.83,21.98,561.7,1660.7,289.27,562.11,-89.86,40.81,7706.17,552.52
204.09,2063.28,20.51,560.36,1666.24,288.27,562.99,-89.8,40.28,7877.3,550.38
207.88,2093.1,20.52,558.74,1673.68,288.3,564.6,-90.09,40.35,7890.34,551.29
208.09,2093.34,20.83,559.76,1670.61,288.32,566.18,-90.12,40.18,7927.65,551.72
205.83,2090.35,21.01,562.24,1662.29,288.17,564.17,-90.16,40.43,7848.23,550.67
163.6,1731.81,18.67,558.34,1357.32,279.16,555.84,-90.24,40.38,7744.05,464.27
154.12,1641.95,16.64,557.92,1267.93,274.57,557.38,-90.44,40.14,7868.92,431.79
144.62,1550.61,14.95,554.37,1184.55,270.42,555.03,-90.13,39.57,7916.69,401.09
137.03,1550.34,14.02,555.99,1070.08,263.09,561.38,-93.58,38.02,8079.7,366.82
135.89,1542.82,13.78,555.51,1065.02,263.11,559.06,-93.58,38.28,8032.86,366.05
136.36,1549.18,13.77,557.01,1067.02,263.15,559.27,-93.58,38.05,8085.09,366.12
135.99,1543.29,13.76,556.31,1062.51,263.01,559.6,-93.58,38.09,8076.13,365.99
136.18,1543.59,13.75,556.69,1061.48,263.08,559.86,-93.58,38.22,8034.47,366.02
136.31,1535.68,14.06,556.34,1064.02,263.1,559.8,-93.58,38.19,8055.72,365.9
136.62,1535.9,13.73,556.67,1070.58,263.53,559.44,-93.58,38.29,8039.99,366.79
135.94,1530.68,13.73,556.22,1062.42,263.96,558.98,-93.58,38.26,8025.3,366.12
135.64,1530.72,13.72,557.85,1060.96,263.99,558.79,-93.58,38.19,7991.15,366.07
136.45,1532.85,13.52,557.14,1060.27,263.81,558.48,-93.58,38.51,7999.14,365.96
138.16,1550.93,13.96,559.18,1068.36,263.71,559.66,-93.58,38.45,8040.08,366.38
136.97,1540.52,13.63,558.1,1061.58,263.56,554.84,-93.6,38.29,8008.26,365.93
137.68,1554.81,13.43,558.38,1063.19,263.53,555.73,-93.6,38.15,8042.72,366.62
137.41,1549.82,13.45,558.49,1062.56,263.5,557.44,-93.61,38.52,7990.67,366.86
137.81,1543.17,13.41,559.11,1059.97,262.81,560.71,-93.59,38.23,8025.01,366.26
137.6,1542.68,13.33,559.4,1059.35,262.67,561.17,-93.58,38.21,8074.02,366.11
137.92,1537.83,13.43,558.06,1059.66,262.79,560.23,-93.57,38.25,8038.06,365.73
170.72,1813.47,15.23,560.34,1262.59,270.07,566.67,-94.16,38.3,8042.4,423.92
192.04,2018.16,16.82,560.56,1448.99,276.97,567.69,-93.34,38.31,8167.77,476.87
209.73,2211.69,18.14,559.61,1615.31,283.71,565.51,-93.06,38.46,8122.99,533.17
216.86,2364.73,23.89,562.53,1888.92,296.44,563.66,-90.6,41.1,7707.76,624.71
194.26,2122.66,22.47,560.55,1699.12,291.92,560.16,-90.82,41.15,7659.39,570.65
175.62,1904.73,20.09,559.1,1520.63,285.63,558.61,-91.04,40.8,7691.06,517.22
198.57,2070.93,20.18,556.65,1592.1,285.11,563.96,-91.84,40.11,7864.01,530.6
181.25,1977.12,19.94,556.33,1507.82,283.99,563.21,-91.94,40.44,7779.5,511.17
154.97,1647.35,16.57,555.89,1238.02,272.51,555.17,-91.22,39.71,7782.92,423.75
136.73,1471.09,14.85,558.73,1081.94,264.49,557.35,-92.3,38.02,8062.44,368.09
156.18,1672.31,15.88,558.78,1235.58,270.29,559.84,-92.86,38.86,8081.1,413.13
151.11,1627.24,15.74,557.75,1200.09,269.05,559.92,-92.84,38.81,8129.5,402.53
230.7,2322.64,22.85,560.17,1839.63,293,568.6,-90.71,40.29,7868.85,603.1
234.16,2328.37,23,561.15,1848.64,293.23,567.81,-90.73,40.39,7865.87,605
214.52,2255.83,23.56,562.12,1806.07,294.61,564.29,-90.51,41.33,7711.17,600.72
194.39,2039.31,21.85,563.53,1622.02,289.06,561.38,-90.77,41.52,7679.1,547.38
173.91,1834.35,19.26,560.68,1446.53,282.23,558.71,-91.02,41.14,7683.57,494.21
188.23,1859.26,16.65,560.17,1386.2,275.65,563.81,-91.76,39.15,8016.2,459.47
230.88,2234.69,20.2,557.82,1729.28,288.18,568.79,-91.43,39.33,8034.88,564.36
174.83,1858.27,18.97,554.32,1484.95,283.3,563.69,-90.23,39.41,8007.53,499.84
201.04,2077.25,22.21,562.57,1665.16,288.91,563.19,-90.52,41,7676.41,556.32
206.25,2100.28,20.67,563.5,1664.55,288.39,568.3,-90.35,40.66,7830.63,556.14
217.35,2317.68,23.76,561.72,1858.6,295.11,562.83,-90.68,41.15,7736.04,614.71
197.72,2111.11,22.64,561.32,1690.62,290.45,562.25,-90.83,41.36,7693.22,568.83
200.14,2041.57,20.75,561.25,1637.78,287.45,562.25,-90.98,41.09,7651.03,545.19
221.49,2366.25,24.23,562.92,1893.09,296.35,565.99,-90.6,41.46,7722.89,626.94
223.39,2220.96,22.11,565.27,1802.61,290.76,566.72,-90.77,40.18,7838.72,586.81
231,2373.78,22.82,561.27,1891.33,294.57,568.73,-90.37,39.95,7969.75,618.62
229.53,2376.13,23.53,561.81,1893.17,294.81,568.04,-90.81,40.68,7841.46,619.19
227.85,2363.84,23.83,563.41,1890.72,294.78,566.87,-90.75,40.92,7783.02,618.82
227.91,2356.21,23.73,563.92,1888.86,294.89,564.21,-90.69,40.68,7798.17,618.64
228.23,2363.89,23.66,566.2,1887.54,294.86,565.06,-90.63,40.68,7796.53,619.41
216.19,2263.74,22.46,559.19,1832.24,293.22,563.19,-89.71,39.88,7950.75,587.67
206.45,2172.69,21.12,560.9,1737.09,290.54,562.52,-89.92,39.8,8017.25,560.97
175.61,1889.44,16.84,561.85,1372.02,276.49,565.32,-92.97,39.84,7991.25,464.81
170.23,1846.79,17.4,559.72,1358.69,276.67,563.18,-92.88,40.08,7924.1,462.64
168.88,1817.56,17.32,560.84,1350.64,276.58,563.04,-92.8,40.26,7859.41,461.9
170.04,1817.61,17.22,561.79,1355.32,276.69,564.21,-92.71,40.27,7863.47,462.66
153.39,1716.03,16.9,557.87,1266.6,274.51,563.81,-93.6,41.03,7708.98,440.37
152.91,1660.24,16.21,554.89,1244.75,271.82,559.03,-92.62,39.81,7986.1,425.33
140.63,1567.15,15.75,555.72,1164.24,269.16,554.9,-92.65,39.52,7831.76,401.17
158.38,1754.34,16.43,554.21,1258.49,272.24,559.62,-92.06,38.36,7983.72,424.26
159.22,1719.62,16.25,554.07,1262.46,272.21,555.49,-92.08,39.19,8024.12,423.7
160.4,1709.61,15.95,553.86,1258.88,272.17,557.69,-92.17,39.22,8013.09,424.18
156.52,1686.67,15.98,554.56,1235.76,272.41,560.8,-92.53,39.02,7962.23,422.49
184.9,1905.37,16.85,561.12,1400.18,275.78,566.76,-93.17,39.5,7970.08,466.4
203.83,2084.85,18.89,562.69,1576.02,282.45,567.07,-92.94,39.41,8070.57,520.38
219.81,2314.64,22.55,557.91,1803.86,291.98,563.71,-92.49,41.12,7724.91,598.23
213.24,2245.86,22.88,559.34,1777.57,291.78,562.79,-94.36,41.4,7804.88,593.52
207.15,2148.29,22.34,561.62,1702.57,289.62,564.1,-92.24,41.37,7657,574.28
207.49,2133.16,21.87,562.28,1697.38,289.32,566.96,-92.27,41.21,7715.1,571.31
208.35,2128.15,21.75,563.52,1694.18,289.05,567.32,-92.38,41.05,7697.97,571.34
208.52,2129.69,21.75,564.24,1696.64,289.2,566.95,-92.41,41.16,7724.62,571.4
207.71,2127.6,21.75,563.75,1695.89,289.02,567.1,-92.45,41.26,7729.65,571.18
207.38,2131.9,21.72,563.61,1699.22,289.03,567.03,-92.48,41.03,7756.78,571.53
190.63,2028.23,21.38,561.57,1605.96,287.34,565.04,-92.52,41.12,7654.88,549.2
193.11,1978.99,20.11,560.53,1579.56,284.63,567.25,-92.59,40.45,7825.31,530.4
194.62,1999.06,19.93,560.25,1584.04,284.67,565.02,-92.66,41.25,7817.65,530.78
193.6,1998.56,19.9,559.39,1577.06,284.65,567.82,-92.7,40.17,7860.89,531.08
177.86,1909.27,19.62,558.88,1483.18,282.8,564.02,-92.73,41.46,7659.16,509.83
151.26,1680.96,16.7,562.9,1245,273.07,561.75,-92.87,41.05,7644.38,432.67
142.76,1587.74,15.26,564.89,1174.18,269.63,557.58,-92.98,39.96,7787.04,404.37
156.65,1699.99,14.92,561.93,1186.76,266.98,566.98,-93.45,38.99,8139.65,400.55
196.02,2123.65,20.18,563.6,1577.32,284.66,563.57,-93.59,38.63,7808.82,531.86
194.63,2092.57,20.22,564.94,1564.39,284.64,565.18,-92.64,40.75,7785.57,531.19
194.21,2076.43,20.16,566.64,1571.02,284.73,564.94,-92.6,40.62,7782.83,531.85
194.45,2067.14,20.04,565.09,1562.9,284.69,565.51,-92.57,40.84,7769.44,530.51
194.13,2058.5,19.93,566.49,1558.53,284.65,568.29,-92.54,41.01,7763.85,531.11
193.56,2051.12,19.87,566.13,1555.06,284.7,567.54,-92.51,40.82,7719.41,530.63
194.38,2065.9,19.84,567.17,1560.39,284.58,567.76,-92.48,40.92,7719.28,531.52
194.19,2064.02,19.8,566.54,1556.07,284.76,568.82,-92.45,41.02,7746.88,530.94
193.48,2042,19.72,567.68,1554.53,284.78,568.94,-92.41,40.76,7745.42,530.81
193.97,2031.23,19.83,566.55,1558.81,284.67,566.76,-92.38,40.89,7736.54,530.21
194.87,2034.46,19.88,566.22,1559.21,284.73,567.21,-92.35,40.82,7764.9,530.68
195.11,2032.98,19.79,566.36,1558.66,284.61,567.94,-92.32,40.63,7804.55,530.91
195.23,2025.69,19.82,565.86,1557.85,284.7,567.25,-92.29,40.72,7753.26,530.42
195.33,2027.4,19.78,566.59,1559.13,284.67,567.24,-92.26,40.87,7761.04,530.43
212.16,2148.52,21.86,565.42,1718.4,289.65,567.96,-91.14,40.43,7825.02,573.17
211.42,2142.46,21.86,564.61,1718.86,289.64,565.26,-91.14,40.8,7828.76,572.57
213.27,2156.89,21.75,564.28,1722.82,289.63,567.14,-91.15,40.65,7770.63,572.98
212.69,2154.34,21.76,563.35,1721.86,289.63,568.44,-91.16,40.65,7794.17,572.53
212.07,2149.29,21.76,564.94,1721.16,289.63,568.43,-91.17,40.71,7824.26,572.32
211.92,2146.85,21.83,564.5,1718.97,289.62,567.42,-91.17,40.6,7786.12,571.99
212.81,2146.77,21.83,563.76,1721.61,289.62,566.65,-91.18,40.61,7810.82,571.71
213.53,2158.85,21.69,564.29,1725.58,289.62,567.21,-91.18,40.52,7815.7,572.42
212.95,2153.82,21.67,563.85,1719.65,289.61,567.89,-91.19,40.52,7822.8,572.35
137.51,1547.51,13.32,556.46,1078.84,263.05,551.63,-91.93,38.16,8162.45,360.28
179.03,1880.99,16.4,553.69,1375.38,274.35,560.87,-92.75,38.23,8218.58,447.93
144.1,1582.5,14.27,558.84,1131.85,266.32,558.35,-91.55,38.86,8067.25,381.56
144.75,1587.4,14.29,558.64,1128.13,266.31,558.78,-91.55,38.65,8115.48,381.02
144.68,1591.35,14.27,559.59,1134.48,266.37,560.36,-91.56,38.33,8218.66,381.49
144.05,1586.06,14.33,558.65,1133.56,266.32,560.97,-91.56,38.48,8136.81,381.66
143.46,1585.09,14.31,558.77,1127.33,266.25,560.25,-91.56,38.72,8071.41,381.01
143.95,1583.14,14.33,558.9,1128.74,266.24,559.5,-91.57,38.81,8075.18,380.69
143.76,1585.16,14.37,558.37,1131.16,266.25,558.97,-91.57,38.97,8162.1,380.49
143.9,1587.23,14.26,559.28,1131.6,266.27,559.3,-91.57,38.44,8144.34,381.11
143.84,1587.26,14.28,558.41,1129.15,266.32,559.82,-91.57,38.46,8154.7,380.83
143.35,1586.77,14.3,559.17,1130.96,266.27,560.47,-91.58,38.35,8179.34,381.05
143.2,1582.51,14.32,558.31,1133.92,266.26,557.96,-91.58,38.22,8169.94,381.14
143.93,1590.09,14.28,558,1133.34,266.27,557.68,-91.59,38.56,8162.21,380.37
145.02,1592.99,14.34,558.9,1133.5,266.24,560.73,-91.59,38.13,8223.5,380.95
144.1,1586.39,14.19,557.99,1130,266.33,563.32,-91.59,38.38,8161.87,380.46
143.48,1583.28,14.4,557.22,1142.66,266.52,558.35,-91.62,38.24,8150.03,380.77
145.59,1595.36,14.12,558.19,1143.82,266.13,557.4,-91.63,38.11,8215.68,381.03
146.81,1610.57,14.05,559.16,1140.54,266.06,561.14,-91.65,38.03,8209.71,381.68
147.8,1606.92,14.22,558.17,1139.34,266.13,559.95,-91.68,38.06,8211.66,381.34
148.35,1611.33,14.24,558.65,1135.23,266.08,565.32,-91.7,38.07,8217.64,381.85
145.77,1592.47,14.46,558.01,1132.66,266.17,567.93,-91.71,38.32,8139.16,381.48
145.94,1586.64,14.41,557.92,1133.55,265.91,565.46,-91.72,38.46,8118.06,380.87
146.33,1586.55,14.28,558.58,1128.21,265.94,563.8,-91.74,38.62,8143.23,380.6
146.6,1583.37,14.2,558.72,1121.91,265.96,563.56,-91.75,38.5,8119.54,380.84
146.3,1586.67,14.24,559.72,1121.76,265.9,565,-91.76,38.46,8144.12,380.8
145.71,1579.63,14.32,559.5,1119.32,265.81,567.37,-91.79,38.72,8074.32,381.1
145.22,1577.02,13.97,558.78,1120.43,265.86,566.36,-91.8,38.58,8159.31,380.56
144.77,1573.79,14.33,559.01,1121.4,265.85,564.83,-91.82,38.35,8155.09,380.4
145.39,1583.17,14.45,558.93,1129.84,265.86,564.24,-91.84,38.03,8220.62,380.59
145.59,1584.43,14.2,559.13,1127.46,265.9,564.59,-91.85,38.34,8185.5,380.69
145.7,1583.7,14.25,559.06,1128.02,265.65,564.55,-91.87,38.28,8163.6,380.78
147.92,1596.34,14.2,560,1125.81,265.96,564.87,-91.93,38.51,8176.51,381.06
148.04,1593.85,14.2,559.69,1126.84,265.92,566.59,-91.91,38.32,8155.1,381.27
147.6,1587.28,14.2,559.59,1123.16,266.02,567,-91.9,38.38,8196.15,380.9
146.95,1581.22,14.36,559.43,1120.39,266.02,566.95,-91.88,38.58,8125.98,380.32
145.89,1573.23,14.37,559.38,1121.12,265.94,566.21,-91.87,38.9,8078.96,380.39
146.59,1576.04,14.25,559.39,1122.72,265.96,564.83,-91.83,38.69,8145.76,380.23
146.86,1574.57,14.28,559.25,1120.75,265.99,565.62,-91.82,38.7,8078.56,380.22
146.49,1573.23,14.32,559.48,1120.07,265.85,566.51,-91.8,38.7,8106.87,380.38
146.5,1571.31,14.1,559.05,1121.58,265.98,567.34,-91.79,38.52,8156.18,380.32
143.94,1557.24,14.39,558.32,1119.16,265.94,566.07,-91.77,38.63,8115.26,380.46
144.05,1546.45,14.27,556.36,1124.77,266.1,559.97,-91.76,38.83,8105.76,379.62
145.43,1562.26,14.26,556.66,1133.98,265.87,556.21,-91.74,38.3,8188.79,380.1
147.86,1572.49,14.28,555.87,1133.18,265.93,556.39,-91.72,38.19,8192.49,380.12
148.14,1583.59,14.27,556.02,1139.4,265.99,559.07,-91.71,38.38,8176.23,380.71
146.92,1575.26,14.1,554.7,1135.9,265.75,560.66,-91.69,38.13,8233.68,380.43
149.99,1595.16,14.46,556.28,1145.32,266.22,559.65,-91.68,38.15,8206.9,382.02
161.65,1777.03,16.57,554.92,1280.34,273.06,559.82,-91.62,39.01,8079.11,429.1
210.81,2167.65,21.35,560.05,1686.93,288.49,566.54,-90.7,40.44,7876.77,556.82
228.64,2278.13,22.32,563.5,1822.96,291.39,566.81,-90.29,39.82,8048.44,590.53
223.16,2296.34,23.44,567.19,1854.16,294.3,567.68,-89.6,40.86,7801.05,608.41
224.7,2309.02,23.16,567.66,1851.67,294.1,569.54,-89.65,40.6,7821.66,608.69
220.7,2303.64,23.3,568.78,1830.13,294.11,569.82,-89.8,40.81,7826.44,604.78
168.49,1784.54,18.79,565.17,1406.99,281.41,563.53,-90.51,40.59,7768.54,485.12
143.92,1534.4,13.94,559.53,1128,266.2,559.96,-91.41,38.66,8025.36,381.25
150.17,1574.27,14.12,558.03,1145.48,266.56,564.37,-91.54,38.1,8161.52,386.39
162.2,1736.37,15.77,557.46,1262.53,272.29,563.14,-91.66,38.49,8157.18,423.99
158.13,1717.74,15.86,555.78,1258.02,272.17,561.06,-91.63,38.88,8098.84,423.26
145.2,1616.02,15.24,554.66,1162.99,269.56,557.9,-91.73,39.08,7971.48,400.27
143.46,1573.41,14.17,559.07,1125.94,266,563.01,-91.61,39.03,8001.26,380.75
142.79,1575.87,14.21,558.46,1122.61,265.98,563.28,-91.63,38.54,8143.67,380.9
143.67,1587.51,14.07,557.74,1128.08,266.07,560.06,-91.65,38.29,8188.54,381.08
144.76,1598.15,14.06,557.44,1129.34,265.9,558.41,-91.67,38.45,8108.17,380.96
145.52,1602.54,14,556.54,1129.62,266.13,558.27,-91.68,38.63,8084.23,380.62
201.23,2071.6,18.48,556.49,1542.53,280.89,568.65,-91.16,38.54,8174.08,502.98
219.8,2253.2,20.42,554.86,1691.49,286.68,567.86,-90.88,39.26,8074.42,550.76
238.06,2482.51,24.07,564.69,2032.02,298.39,563.08,-89.73,40.56,7858.61,655.01
238.22,2495.8,24.13,564.9,2025.8,298.42,565.27,-89.77,40.47,7846.15,656.09
238.14,2495.84,24.23,564.65,2024.08,298.49,565.85,-89.83,40.75,7830.23,655.11
238.6,2509.34,24.36,564.86,2026.1,298.41,567.05,-89.79,40.66,7841.53,656.03
